Order Number,Line Item,Order Date,Delivery Date,CustomerKey,StoreKey,ProductKey,Quantity,Currency Code
1468024,2,2019-07-01,01-11-2019,2019180,0,449,5,USD
1468024,3,2019-07-01,01-11-2019,2019180,0,1718,1,USD
1468024,4,2019-07-01,01-11-2019,2019180,0,1251,4,USD
1468024,5,2019-07-01,01-11-2019,2019180,0,666,6,USD
1468025,1,2019-07-01,,477948,20,1063,2,EUR
1468026,1,2019-07-01,01-11-2019,1477953,0,702,3,USD
1468026,2,2019-07-01,01-11-2019,1477953,0,22,7,USD
1468026,3,2019-07-01,01-11-2019,1477953,0,818,3,USD
1468026,4,2019-07-01,01-11-2019,1477953,0,880,1,USD
1468027,1,2019-07-01,,1862520,61,1521,1,USD
1468028,1,2019-07-01,,2015026,44,14,2,USD
1468028,3,2019-07-01,,2015026,44,532,6,USD
1468028,4,2019-07-01,,2015026,44,44,9,USD
1468029,1,2019-07-01,,576913,21,2515,4,EUR
1469000,1,2019-08-01,01-10-2019,556465,0,509,1,EUR
1469000,2,2019-08-01,01-10-2019,556465,0,607,1,EUR
1469001,1,2019-08-01,,1939013,64,2508,1,USD
1469002,1,2019-08-01,1/14/2019,459273,0,1516,2,EUR
1469002,2,2019-08-01,1/14/2019,459273,0,1431,3,EUR
1469002,3,2019-08-01,1/14/2019,459273,0,1659,1,EUR
1469003,1,2019-08-01,,437476,20,1447,2,EUR
1469003,2,2019-08-01,,437476,20,363,1,EUR
1469003,3,2019-08-01,,437476,20,974,4,EUR
1469004,1,2019-08-01,1/13/2019,1376991,0,1660,1,USD
1469004,2,2019-08-01,1/13/2019,1376991,0,1573,6,USD
1469005,1,2019-08-01,,1726826,54,57,6,USD
1469006,1,2019-08-01,,907297,37,1438,2,GBP
1469008,1,2019-08-01,01-12-2019,258236,0,61,1,CAD
1469009,1,2019-08-01,,751680,30,525,1,EUR
1469009,2,2019-08-01,,751680,30,2494,4,EUR
1469009,3,2019-08-01,,751680,30,88,1,EUR
1469011,1,2019-08-01,,905941,36,453,2,GBP
1469012,1,2019-08-01,,1298070,48,1179,5,USD
1469012,2,2019-08-01,,1298070,48,468,2,USD
1469012,3,2019-08-01,,1298070,48,1543,3,USD
1469013,1,2019-08-01,,147228,6,1645,1,AUD
1469014,1,2019-08-01,,1958373,50,1440,3,USD
1469014,2,2019-08-01,,1958373,50,2490,5,USD
1469014,3,2019-08-01,,1958373,50,1756,4,USD
1469014,4,2019-08-01,,1958373,50,1375,2,USD
1469014,5,2019-08-01,,1958373,50,59,1,USD
1469014,6,2019-08-01,,1958373,50,1781,2,USD
1469015,1,2019-08-01,01-11-2019,1822172,0,427,2,USD
1469015,2,2019-08-01,01-11-2019,1822172,0,42,2,USD
1469017,1,2019-08-01,,956262,37,1326,1,GBP
1469017,2,2019-08-01,,956262,37,10,4,GBP
1469018,1,2019-08-01,,1124706,39,419,7,GBP
1469019,1,2019-08-01,,1218356,61,49,3,USD
1469019,2,2019-08-01,,1218356,61,2488,3,USD
1469019,3,2019-08-01,,1218356,61,1743,3,USD
1469019,4,2019-08-01,,1218356,61,915,1,USD
1469020,1,2019-08-01,,672139,16,876,3,EUR
1469020,2,2019-08-01,,672139,16,866,7,EUR
1469020,3,2019-08-01,,672139,16,428,2,EUR
1469020,4,2019-08-01,,672139,16,72,8,EUR
1469020,5,2019-08-01,,672139,16,430,3,EUR
1469021,1,2019-08-01,01-10-2019,718151,0,1656,2,EUR
1469022,1,2019-08-01,,189414,4,1539,2,AUD
1469022,2,2019-08-01,,189414,4,778,8,AUD
1469022,3,2019-08-01,,189414,4,2498,1,AUD
1469022,4,2019-08-01,,189414,4,1073,1,AUD
1469024,1,2019-08-01,,1766951,44,491,3,USD
1469025,1,2019-08-01,,1810728,65,1440,1,USD
1469025,2,2019-08-01,,1810728,65,810,1,USD
1469025,3,2019-08-01,,1810728,65,442,1,USD
1469027,1,2019-08-01,,2045183,56,1254,5,USD
1469027,2,2019-08-01,,2045183,56,1647,10,USD
1469028,1,2019-08-01,,1805674,49,97,3,USD
1469029,1,2019-08-01,,266019,10,1453,1,CAD
1469029,2,2019-08-01,,266019,10,1738,8,CAD
1469029,3,2019-08-01,,266019,10,1443,4,CAD
1469030,1,2019-08-01,,1922254,55,294,5,USD
1469030,3,2019-08-01,,1922254,55,1585,1,USD
1469031,1,2019-08-01,,277906,9,1823,3,CAD
1469032,1,2019-08-01,01-10-2019,1138327,0,2472,2,GBP
1469034,1,2019-08-01,01-12-2019,1088108,0,1555,1,GBP
1469034,2,2019-08-01,01-12-2019,1088108,0,92,1,GBP
1469034,3,2019-08-01,01-12-2019,1088108,0,1667,2,GBP
1469034,4,2019-08-01,01-12-2019,1088108,0,2511,3,GBP
1469035,1,2019-08-01,01-10-2019,185409,0,1655,3,AUD
1469035,2,2019-08-01,01-10-2019,185409,0,949,3,AUD
1470000,1,2019-09-01,,347982,9,1429,4,CAD
1470001,1,2019-09-01,,1983692,64,1439,4,USD
1470001,2,2019-09-01,,1983692,64,77,4,USD
1470001,3,2019-09-01,,1983692,64,423,1,USD
1470002,1,2019-09-01,,761495,30,956,5,EUR
1470002,2,2019-09-01,,761495,30,577,2,EUR
1470003,1,2019-09-01,,1985627,57,342,8,USD
1470003,2,2019-09-01,,1985627,57,107,1,USD
1470004,1,2019-09-01,,1855892,54,1594,2,USD
1470004,2,2019-09-01,,1855892,54,444,4,USD
1470005,1,2019-09-01,,1668237,56,86,3,USD
1470005,2,2019-09-01,,1668237,56,1582,3,USD
1470006,1,2019-09-01,,1456036,59,2370,4,USD
1470006,2,2019-09-01,,1456036,59,506,7,USD
1470006,3,2019-09-01,,1456036,59,1755,1,USD
1470006,4,2019-09-01,,1456036,59,1238,1,USD
1470007,1,2019-09-01,,1371777,45,2511,7,USD
1470008,1,2019-09-01,1/13/2019,494519,0,1369,1,EUR
1470008,2,2019-09-01,1/13/2019,494519,0,1776,2,EUR
1470009,1,2019-09-01,,2054315,63,1785,3,USD
1470010,1,2019-09-01,,1991339,53,1696,1,USD
1470010,2,2019-09-01,,1991339,53,1594,7,USD
1470011,1,2019-09-01,,1588479,56,1622,3,USD
1470011,2,2019-09-01,,1588479,56,1636,1,USD
1470011,3,2019-09-01,,1588479,56,127,3,USD
1470012,1,2019-09-01,,350979,9,457,2,CAD
1470012,2,2019-09-01,,350979,9,1431,1,CAD
1470012,3,2019-09-01,,350979,9,1827,2,CAD
1470012,4,2019-09-01,,350979,9,2500,3,CAD
1470013,1,2019-09-01,,1519854,44,1466,3,USD
1470013,2,2019-09-01,,1519854,44,2516,2,USD
1470013,3,2019-09-01,,1519854,44,1576,3,USD
1470014,1,2019-09-01,01-11-2019,1790883,0,1162,6,USD
1470015,1,2019-09-01,,717682,29,422,2,EUR
1470016,1,2019-09-01,,646871,12,577,6,EUR
1470016,2,2019-09-01,,646871,12,89,5,EUR
1470017,1,2019-09-01,,1901076,50,1802,3,USD
1470017,2,2019-09-01,,1901076,50,1524,1,USD
1470017,3,2019-09-01,,1901076,50,1777,1,USD
1470017,4,2019-09-01,,1901076,50,53,2,USD
1470017,5,2019-09-01,,1901076,50,81,3,USD
1470017,6,2019-09-01,,1901076,50,691,3,USD
1470018,1,2019-09-01,,1416511,53,2515,3,USD
1470019,1,2019-09-01,1/13/2019,503788,0,2515,6,EUR
1470020,1,2019-09-01,01-12-2019,404860,0,1467,2,EUR
1470020,2,2019-09-01,01-12-2019,404860,0,1281,2,EUR
1470022,1,2019-09-01,,1279175,62,418,1,USD
1470022,2,2019-09-01,,1279175,62,112,3,USD
1470022,3,2019-09-01,,1279175,62,1945,1,USD
1470024,1,2019-09-01,,1007043,36,1724,1,GBP
1470025,1,2019-09-01,,105107,5,47,2,AUD
1470026,1,2019-09-01,01-10-2019,339050,0,1565,2,CAD
1470027,1,2019-09-01,,1899782,51,689,1,USD
1470027,2,2019-09-01,,1899782,51,295,1,USD
1470028,1,2019-09-01,,498401,20,1451,1,EUR
1470028,2,2019-09-01,,498401,20,598,1,EUR
1470028,3,2019-09-01,,498401,20,66,3,EUR
1470028,4,2019-09-01,,498401,20,1731,6,EUR
1470029,1,2019-09-01,1/15/2019,313127,0,1287,1,CAD
1470030,1,2019-09-01,,1007043,39,2237,1,GBP
1470031,1,2019-09-01,,308410,9,76,1,CAD
1470031,2,2019-09-01,,308410,9,1698,2,CAD
1470031,3,2019-09-01,,308410,9,8,7,CAD
1470032,1,2019-09-01,,1028420,37,1522,2,GBP
1470032,2,2019-09-01,,1028420,37,1482,2,GBP
1470032,3,2019-09-01,,1028420,37,101,6,GBP
1470033,1,2019-09-01,,1893682,65,1413,7,USD
1470033,2,2019-09-01,,1893682,65,2093,6,USD
1470034,1,2019-09-01,,576875,22,1668,1,EUR
1470034,2,2019-09-01,,576875,22,1678,1,EUR
1470034,3,2019-09-01,,576875,22,1676,4,EUR
1470034,4,2019-09-01,,576875,22,1768,4,EUR
1470035,1,2019-09-01,,317143,9,1659,3,CAD
1470036,1,2019-09-01,,20069,6,1604,1,AUD
1470036,2,2019-09-01,,20069,6,1629,2,AUD
1470037,1,2019-09-01,,1183039,40,1613,3,GBP
1470037,2,2019-09-01,,1183039,40,1643,3,GBP
1470037,3,2019-09-01,,1183039,40,1636,1,GBP
1470037,4,2019-09-01,,1183039,40,538,1,GBP
1470037,5,2019-09-01,,1183039,40,388,2,GBP
1470037,6,2019-09-01,,1183039,40,1421,3,GBP
1470038,1,2019-09-01,1/15/2019,514089,0,1599,1,EUR
1470038,2,2019-09-01,1/15/2019,514089,0,1454,7,EUR
1470038,3,2019-09-01,1/15/2019,514089,0,430,3,EUR
1470038,4,2019-09-01,1/15/2019,514089,0,1318,6,EUR
1471000,1,2019-10-01,1/15/2019,1631876,0,1601,2,USD
1471001,1,2019-10-01,,1871157,57,828,1,USD
1471001,2,2019-10-01,,1871157,57,2516,1,USD
1471002,1,2019-10-01,,1073088,39,78,3,GBP
1471003,1,2019-10-01,,1447016,63,1817,1,USD
1471003,2,2019-10-01,,1447016,63,1559,4,USD
1471004,1,2019-10-01,01-12-2019,242781,0,1463,2,CAD
1471004,2,2019-10-01,01-12-2019,242781,0,79,4,CAD
1471004,3,2019-10-01,01-12-2019,242781,0,1580,4,CAD
1471005,1,2019-10-01,,969679,38,1625,3,GBP
1471005,2,2019-10-01,,969679,38,394,6,GBP
1471005,3,2019-10-01,,969679,38,2342,7,GBP
1471005,4,2019-10-01,,969679,38,147,2,GBP
1471005,5,2019-10-01,,969679,38,1350,2,GBP
1471005,6,2019-10-01,,969679,38,939,2,GBP
1471006,1,2019-10-01,1/17/2019,1588014,0,2499,2,USD
1471006,2,2019-10-01,1/17/2019,1588014,0,1329,1,USD
1471006,3,2019-10-01,1/17/2019,1588014,0,1412,3,USD
1471006,4,2019-10-01,1/17/2019,1588014,0,412,2,USD
1471006,5,2019-10-01,1/17/2019,1588014,0,442,2,USD
1471006,6,2019-10-01,1/17/2019,1588014,0,54,1,USD
1471007,1,2019-10-01,1/14/2019,265483,0,2224,2,CAD
1471008,1,2019-10-01,,87891,5,1659,1,AUD
1471008,2,2019-10-01,,87891,5,1703,8,AUD
1471008,3,2019-10-01,,87891,5,1716,2,AUD
1471010,1,2019-10-01,,890173,31,547,10,EUR
1471010,2,2019-10-01,,890173,31,2127,1,EUR
1471010,3,2019-10-01,,890173,31,1609,3,EUR
1471011,1,2019-10-01,,670000,17,1767,1,EUR
1471011,2,2019-10-01,,670000,17,1657,3,EUR
1471011,3,2019-10-01,,670000,17,2187,5,EUR
1471011,4,2019-10-01,,670000,17,417,3,EUR
1471011,5,2019-10-01,,670000,17,35,1,EUR
1471012,1,2019-10-01,,2002841,55,2107,3,USD
1471012,2,2019-10-01,,2002841,55,1617,4,USD
1471012,3,2019-10-01,,2002841,55,452,1,USD
1471012,4,2019-10-01,,2002841,55,1429,2,USD
1471013,1,2019-10-01,,1527475,59,1679,6,USD
1471014,1,2019-10-01,,953917,40,454,6,GBP
1471014,2,2019-10-01,,953917,40,91,3,GBP
1471014,3,2019-10-01,,953917,40,1414,4,GBP
1471015,1,2019-10-01,,746778,29,398,1,EUR
1471016,1,2019-10-01,1/14/2019,1368372,0,1704,6,USD
1471017,1,2019-10-01,,1751091,57,1099,3,USD
1471018,1,2019-10-01,,885201,34,48,2,EUR
1471018,2,2019-10-01,,885201,34,1689,6,EUR
1471018,3,2019-10-01,,885201,34,82,4,EUR
1471019,1,2019-10-01,,439771,22,64,1,EUR
1471020,1,2019-10-01,1/18/2019,1373882,0,105,7,USD
1471020,2,2019-10-01,1/18/2019,1373882,0,647,3,USD
1471021,1,2019-10-01,1/17/2019,1426777,0,424,3,USD
1471021,2,2019-10-01,1/17/2019,1426777,0,1479,6,USD
1471023,1,2019-10-01,1/15/2019,1748312,0,1690,2,USD
1471023,2,2019-10-01,1/15/2019,1748312,0,1585,8,USD
1471024,1,2019-10-01,,1321532,59,1759,1,USD
1471026,1,2019-10-01,,1221906,44,192,3,USD
1471026,2,2019-10-01,,1221906,44,314,1,USD
1471028,1,2019-10-01,,1762532,43,2094,6,USD
1471028,2,2019-10-01,,1762532,43,368,3,USD
1471029,1,2019-10-01,,1333425,43,1411,3,USD
1471029,2,2019-10-01,,1333425,43,107,1,USD
1471030,1,2019-10-01,,97611,5,1037,9,AUD
1471030,2,2019-10-01,,97611,5,2210,3,AUD
1471031,1,2019-10-01,,1465552,61,1657,3,USD
1471031,2,2019-10-01,,1465552,61,1967,2,USD
1471031,3,2019-10-01,,1465552,61,17,2,USD
1471032,1,2019-10-01,,398841,8,1747,1,CAD
1471033,1,2019-10-01,,1507348,47,1623,9,USD
1471034,1,2019-10-01,,227946,8,372,2,CAD
1471034,2,2019-10-01,,227946,8,1609,3,CAD
1471034,3,2019-10-01,,227946,8,1458,4,CAD
1471034,4,2019-10-01,,227946,8,1943,2,CAD
1471035,1,2019-10-01,,1031047,39,2495,2,GBP
1471035,2,2019-10-01,,1031047,39,453,1,GBP
1471035,3,2019-10-01,,1031047,39,1675,1,GBP
1471035,4,2019-10-01,,1031047,39,1672,1,GBP
1471035,5,2019-10-01,,1031047,39,414,1,GBP
1471035,6,2019-10-01,,1031047,39,425,1,GBP
1471036,1,2019-10-01,,1741571,61,780,1,USD
1471036,2,2019-10-01,,1741571,61,1415,3,USD
1471037,1,2019-10-01,,1567719,66,454,1,USD
1471037,2,2019-10-01,,1567719,66,416,2,USD
1471038,1,2019-10-01,,1938586,57,432,1,USD
1471039,1,2019-10-01,1/15/2019,1306783,0,2033,1,USD
1472000,1,2019-11-01,,413286,23,52,7,EUR
1472001,1,2019-11-01,,1880727,48,460,1,USD
1472001,2,2019-11-01,,1880727,48,1062,1,USD
1472001,3,2019-11-01,,1880727,48,1771,1,USD
1472001,4,2019-11-01,,1880727,48,1822,9,USD
1472002,1,2019-11-01,,223904,8,1694,1,CAD
1472002,2,2019-11-01,,223904,8,1272,1,CAD
1472003,1,2019-11-01,,1196228,38,998,2,GBP
1472003,2,2019-11-01,,1196228,38,1469,1,GBP
1472004,1,2019-11-01,,1392092,55,1162,10,USD
1472004,2,2019-11-01,,1392092,55,33,1,USD
1472005,1,2019-11-01,,1143292,39,1641,8,GBP
1472005,2,2019-11-01,,1143292,39,1244,4,GBP
1472006,1,2019-11-01,,546598,22,1628,1,EUR
1472007,1,2019-11-01,1/15/2019,1569144,0,1249,2,USD
1472007,2,2019-11-01,1/15/2019,1569144,0,2504,3,USD
1472007,3,2019-11-01,1/15/2019,1569144,0,1694,8,USD
1472008,1,2019-11-01,1/15/2019,366153,0,95,4,CAD
1472009,1,2019-11-01,,715406,30,47,7,EUR
1472009,2,2019-11-01,,715406,30,1432,4,EUR
1472009,3,2019-11-01,,715406,30,784,7,EUR
1472009,4,2019-11-01,,715406,30,2509,5,EUR
1472010,1,2019-11-01,,1062944,39,1626,3,GBP
1472010,2,2019-11-01,,1062944,39,442,7,GBP
1472010,3,2019-11-01,,1062944,39,1598,2,GBP
1472011,1,2019-11-01,,1846024,65,56,7,USD
1472011,2,2019-11-01,,1846024,65,447,9,USD
1472011,3,2019-11-01,,1846024,65,354,3,USD
1472011,4,2019-11-01,,1846024,65,417,3,USD
1472011,5,2019-11-01,,1846024,65,215,1,USD
1472012,1,2019-11-01,,1537507,66,709,5,USD
1472012,2,2019-11-01,,1537507,66,40,8,USD
1472013,1,2019-11-01,,523604,23,1174,8,EUR
1472013,2,2019-11-01,,523604,23,140,1,EUR
1472013,3,2019-11-01,,523604,23,416,1,EUR
1472014,1,2019-11-01,,1851881,47,2099,4,USD
1472014,2,2019-11-01,,1851881,47,471,1,USD
1472015,1,2019-11-01,1/18/2019,1728581,0,2349,2,USD
1472015,2,2019-11-01,1/18/2019,1728581,0,1691,2,USD
1472015,3,2019-11-01,1/18/2019,1728581,0,444,7,USD
1472015,4,2019-11-01,1/18/2019,1728581,0,518,6,USD
1472016,1,2019-11-01,,921825,40,107,1,GBP
1472017,1,2019-11-01,,1196721,40,416,2,GBP
1472018,1,2019-11-01,,2064944,45,1691,4,USD
1472018,2,2019-11-01,,2064944,45,1526,4,USD
1472018,3,2019-11-01,,2064944,45,1091,6,USD
1472019,1,2019-11-01,,1223270,53,1753,4,USD
1472020,1,2019-11-01,,429663,19,365,8,EUR
1472020,2,2019-11-01,,429663,19,536,9,EUR
1472020,3,2019-11-01,,429663,19,1619,3,EUR
1472020,4,2019-11-01,,429663,19,2512,6,EUR
1472020,5,2019-11-01,,429663,19,844,1,EUR
1472021,1,2019-11-01,,1284953,43,998,2,USD
1472021,2,2019-11-01,,1284953,43,1612,10,USD
1472021,3,2019-11-01,,1284953,43,416,4,USD
1472021,4,2019-11-01,,1284953,43,1514,3,USD
1472021,5,2019-11-01,,1284953,43,1378,3,USD
1472022,1,2019-11-01,1/13/2019,356838,0,1562,3,CAD
1472022,2,2019-11-01,1/13/2019,356838,0,2092,1,CAD
1472022,3,2019-11-01,1/13/2019,356838,0,1476,2,CAD
1472022,4,2019-11-01,1/13/2019,356838,0,1661,5,CAD
1472022,5,2019-11-01,1/13/2019,356838,0,416,3,CAD
1472023,1,2019-11-01,,544035,19,2145,3,EUR
1472023,2,2019-11-01,,544035,19,1457,3,EUR
1473000,1,2019-12-01,,1352935,56,1395,3,USD
1473000,2,2019-12-01,,1352935,56,1574,10,USD
1473000,3,2019-12-01,,1352935,56,1500,6,USD
1473000,4,2019-12-01,,1352935,56,1561,1,USD
1473001,1,2019-12-01,,546432,20,1683,3,EUR
1473001,2,2019-12-01,,546432,20,1653,3,EUR
1473002,1,2019-12-01,1/17/2019,1599683,0,1771,1,USD
1473002,2,2019-12-01,1/17/2019,1599683,0,2515,1,USD
1473002,3,2019-12-01,1/17/2019,1599683,0,1524,2,USD
1473004,1,2019-12-01,,1094276,40,1107,1,GBP
1473005,1,2019-12-01,,622276,16,1751,6,EUR
1473005,2,2019-12-01,,622276,16,1356,8,EUR
1473005,3,2019-12-01,,622276,16,265,5,EUR
1473006,1,2019-12-01,,1003056,37,2053,2,GBP
1473006,2,2019-12-01,,1003056,37,1190,2,GBP
1473007,1,2019-12-01,,1842116,54,1611,7,USD
1473008,1,2019-12-01,,2024029,63,1563,7,USD
1473010,1,2019-12-01,,1398115,64,184,2,USD
1473010,2,2019-12-01,,1398115,64,51,3,USD
1473011,1,2019-12-01,,709049,29,1520,6,EUR
1473011,2,2019-12-01,,709049,29,583,2,EUR
1473011,3,2019-12-01,,709049,29,366,1,EUR
1473011,4,2019-12-01,,709049,29,430,1,EUR
1473013,1,2019-12-01,,668660,15,1669,1,EUR
1473013,2,2019-12-01,,668660,15,1387,2,EUR
1473013,3,2019-12-01,,668660,15,373,7,EUR
1473014,1,2019-12-01,1/16/2019,81720,0,111,2,AUD
1473014,2,2019-12-01,1/16/2019,81720,0,1211,8,AUD
1473014,3,2019-12-01,1/16/2019,81720,0,52,2,AUD
1473014,4,2019-12-01,1/16/2019,81720,0,428,7,AUD
1473017,1,2019-12-01,1/17/2019,1094704,0,115,3,GBP
1473017,2,2019-12-01,1/17/2019,1094704,0,410,1,GBP
1473019,1,2019-12-01,1/16/2019,2010827,0,105,2,USD
1473020,1,2019-12-01,,242901,10,445,1,CAD
1473021,1,2019-12-01,,337695,9,2115,2,CAD
1473021,2,2019-12-01,,337695,9,1613,3,CAD
1473021,3,2019-12-01,,337695,9,378,1,CAD
1473021,4,2019-12-01,,337695,9,794,3,CAD
1473023,1,2019-12-01,,33444,5,2091,4,AUD
1473024,1,2019-12-01,,1648240,43,1934,3,USD
1473024,2,2019-12-01,,1648240,43,2504,1,USD
1473025,1,2019-12-01,,702870,29,1520,4,EUR
1473025,2,2019-12-01,,702870,29,1358,2,EUR
1473025,3,2019-12-01,,702870,29,7,1,EUR
1473026,1,2019-12-01,,1477627,54,2275,3,USD
1473026,2,2019-12-01,,1477627,54,990,7,USD
1473027,1,2019-12-01,,246656,8,414,1,CAD
1473027,2,2019-12-01,,246656,8,1183,1,CAD
1473028,1,2019-12-01,,1687406,51,360,7,USD
1473028,2,2019-12-01,,1687406,51,394,2,USD
1473028,3,2019-12-01,,1687406,51,2040,1,USD
1473029,1,2019-12-01,,1540376,65,498,1,USD
1473030,1,2019-12-01,,1962805,63,1802,4,USD
1473031,1,2019-12-01,,375538,10,1805,6,CAD
1473031,2,2019-12-01,,375538,10,937,1,CAD
1473031,3,2019-12-01,,375538,10,1761,5,CAD
1473032,1,2019-12-01,,1632302,59,96,2,USD
1473032,2,2019-12-01,,1632302,59,1861,7,USD
1473032,3,2019-12-01,,1632302,59,1820,3,USD
1473033,1,2019-12-01,,1054655,38,161,1,GBP
1473033,2,2019-12-01,,1054655,38,1610,7,GBP
1473033,3,2019-12-01,,1054655,38,2266,5,GBP
1473033,4,2019-12-01,,1054655,38,1763,4,GBP
1473033,5,2019-12-01,,1054655,38,1635,2,GBP
1473033,6,2019-12-01,,1054655,38,1468,10,GBP
1473033,7,2019-12-01,,1054655,38,1677,1,GBP
1473034,1,2019-12-01,,832078,33,69,2,EUR
1473035,1,2019-12-01,,236612,8,1677,4,CAD
1473035,2,2019-12-01,,236612,8,1191,5,CAD
1473035,3,2019-12-01,,236612,8,1999,3,CAD
1473035,4,2019-12-01,,236612,8,3,2,CAD
1473035,6,2019-12-01,,236612,8,1601,2,CAD
1473035,7,2019-12-01,,236612,8,1500,1,CAD
1473036,1,2019-12-01,,1456404,65,1681,3,USD
1473036,2,2019-12-01,,1456404,65,1371,1,USD
1473036,3,2019-12-01,,1456404,65,46,1,USD
1473037,1,2019-12-01,,1242050,51,412,3,USD
1473037,2,2019-12-01,,1242050,51,1953,4,USD
1473039,1,2019-12-01,,1678208,61,30,2,USD
1473040,1,2019-12-01,,85609,6,68,1,AUD
1473040,2,2019-12-01,,85609,6,1656,1,AUD
1473041,1,2019-12-01,,1888531,43,864,3,USD
1473041,2,2019-12-01,,1888531,43,93,3,USD
1493000,1,2019-01-02,02-03-2019,1570164,0,1675,2,USD
1493000,2,2019-01-02,02-03-2019,1570164,0,2239,2,USD
1493001,1,2019-01-02,,821074,33,1706,10,EUR
1493001,2,2019-01-02,,821074,33,2018,2,EUR
1493001,3,2019-01-02,,821074,33,417,1,EUR
1493001,4,2019-01-02,,821074,33,1673,3,EUR
1493002,1,2019-01-02,,624165,13,1533,2,EUR
1493003,1,2019-01-02,,2002810,56,1747,7,USD
1493004,1,2019-01-02,,1278242,49,1673,6,USD
1493005,1,2019-01-02,02-05-2019,2082991,0,1018,4,USD
1493005,2,2019-01-02,02-05-2019,2082991,0,1572,2,USD
1493006,1,2019-01-02,,1067702,37,1311,4,GBP
1493006,2,2019-01-02,,1067702,37,1665,5,GBP
1493006,3,2019-01-02,,1067702,37,1634,4,GBP
1493007,1,2019-01-02,,224376,10,2159,2,CAD
1493008,1,2019-01-02,,1282455,53,1448,6,USD
1493008,2,2019-01-02,,1282455,53,1670,1,USD
1493009,1,2019-01-02,,1928421,48,73,1,USD
1493009,2,2019-01-02,,1928421,48,1582,2,USD
1493009,3,2019-01-02,,1928421,48,1524,3,USD
1493011,1,2019-01-02,,1781953,44,853,5,USD
1493011,2,2019-01-02,,1781953,44,692,1,USD
1493012,1,2019-01-02,,1046802,40,1573,10,GBP
1493012,2,2019-01-02,,1046802,40,2109,8,GBP
1493012,3,2019-01-02,,1046802,40,24,3,GBP
1493013,1,2019-01-02,,202220,8,2512,4,CAD
1493013,2,2019-01-02,,202220,8,1495,2,CAD
1493013,3,2019-01-02,,202220,8,1663,2,CAD
1493013,4,2019-01-02,,202220,8,1807,3,CAD
1493014,1,2019-01-02,,1276810,48,1737,4,USD
1493014,2,2019-01-02,,1276810,48,556,2,USD
1493014,3,2019-01-02,,1276810,48,1632,1,USD
1493014,4,2019-01-02,,1276810,48,1014,1,USD
1493014,5,2019-01-02,,1276810,48,436,1,USD
1493015,1,2019-01-02,,1930815,61,1602,2,USD
1493016,1,2019-01-02,,1503418,55,2476,4,USD
1493016,2,2019-01-02,,1503418,55,1572,5,USD
1493016,3,2019-01-02,,1503418,55,149,1,USD
1493016,4,2019-01-02,,1503418,55,2061,3,USD
1493017,1,2019-01-02,02-05-2019,1415607,0,1661,1,USD
1493017,2,2019-01-02,02-05-2019,1415607,0,2091,3,USD
1493017,3,2019-01-02,02-05-2019,1415607,0,1985,10,USD
1493018,1,2019-01-02,,56999,1,692,1,AUD
1493018,2,2019-01-02,,56999,1,1651,1,AUD
1493018,3,2019-01-02,,56999,1,128,2,AUD
1493018,4,2019-01-02,,56999,1,1344,10,AUD
1493019,1,2019-01-02,,1751918,55,1737,3,USD
1493020,1,2019-01-02,,420053,21,500,2,EUR
1493020,2,2019-01-02,,420053,21,1730,8,EUR
1493021,1,2019-01-02,02-06-2019,1842681,0,99,1,USD
1493021,2,2019-01-02,02-06-2019,1842681,0,443,1,USD
1493022,1,2019-01-02,02-04-2019,1380600,0,669,1,USD
1493022,2,2019-01-02,02-04-2019,1380600,0,1361,5,USD
1493022,3,2019-01-02,02-04-2019,1380600,0,73,4,USD
1493023,1,2019-01-02,,2026106,55,518,2,USD
1494000,1,2019-02-02,,1482513,64,1764,2,USD
1494001,1,2019-02-02,02-05-2019,419225,0,1760,5,EUR
1494001,2,2019-02-02,02-05-2019,419225,0,6,2,EUR
1494002,1,2019-02-02,,1551066,44,1693,9,USD
1494004,1,2019-02-02,,1979879,45,42,2,USD
1494005,1,2019-02-02,02-04-2019,1780459,0,1934,2,USD
1494005,2,2019-02-02,02-04-2019,1780459,0,88,2,USD
1494007,1,2019-02-02,02-06-2019,2055764,0,143,4,USD
1494008,1,2019-02-02,,1406178,53,92,1,USD
1494009,1,2019-02-02,02-07-2019,1947606,0,53,3,USD
1494009,2,2019-02-02,02-07-2019,1947606,0,349,1,USD
1494010,1,2019-02-02,02-05-2019,1251726,0,347,2,USD
1494010,2,2019-02-02,02-05-2019,1251726,0,120,3,USD
1494010,3,2019-02-02,02-05-2019,1251726,0,54,1,USD
1494011,1,2019-02-02,02-08-2019,1851335,0,1648,3,USD
1494011,2,2019-02-02,02-08-2019,1851335,0,87,2,USD
1494011,3,2019-02-02,02-08-2019,1851335,0,1755,1,USD
1494013,1,2019-02-02,,1112419,42,934,1,GBP
1494013,2,2019-02-02,,1112419,42,1640,3,GBP
1494013,3,2019-02-02,,1112419,42,1458,1,GBP
1494013,4,2019-02-02,,1112419,42,76,4,GBP
1494014,1,2019-02-02,,1738064,43,703,1,USD
1494014,2,2019-02-02,,1738064,43,1788,2,USD
1494014,3,2019-02-02,,1738064,43,2040,2,USD
1494014,4,2019-02-02,,1738064,43,1463,1,USD
1494014,5,2019-02-02,,1738064,43,111,7,USD
1494014,6,2019-02-02,,1738064,43,1435,1,USD
1494015,1,2019-02-02,02-05-2019,1407506,0,1489,3,USD
